时间,CFETS:即期汇率:欧元兑人民币
1994-03-28,10.0338
1994-03-29,10.0143
1994-03-30,10.0096
1994-03-31,10.029
1994-04-01,9.8988
1994-04-04,9.9054
1994-04-05,9.8052
1994-04-06,9.8183
1994-04-07,9.8226
1994-04-08,9.8383
1994-04-11,9.8444
1994-04-12,9.827
1994-04-13,9.8618
1994-04-14,9.853100000000001
1994-04-15,9.839500000000001
1994-04-18,9.8334
1994-04-19,9.877
1994-04-20,9.936
1994-04-21,9.9442
1994-04-22,9.9364
1994-04-25,9.9798
1994-04-26,10.016300000000001
1994-04-27,10.0447
1994-04-28,10.0919
1994-04-29,10.138499999999999
1994-05-02,10.168899999999999
1994-05-03,10.209299999999999
1994-05-04,10.0952
1994-05-05,10.0118
1994-05-06,10.0366
1994-05-09,10.0899
1994-05-10,9.983500000000001
1994-05-11,9.998700000000001
1994-05-12,10.0115
1994-05-13,9.9983
1994-05-16,9.9796
1994-05-17,9.9858
1994-05-18,10.0808
1994-05-19,10.064300000000001
1994-05-20,10.1272
1994-05-23,10.1413
1994-05-24,10.0848
1994-05-25,10.1368
1994-05-26,10.1106
1994-05-27,10.145
1994-05-30,10.127500000000001
1994-05-31,10.134300000000001
1994-06-01,10.1237
1994-06-02,10.087
1994-06-03,9.9883
1994-06-06,9.9994
1994-06-07,10.0185
1994-06-08,10.0156
1994-06-09,10.0162
1994-06-10,10.0298
1994-06-13,10.1456
1994-06-14,10.136700000000001
1994-06-15,10.187299999999999
1994-06-16,10.168
1994-06-17,10.3193
1994-06-20,10.3814
1994-06-21,10.418
1994-06-22,10.3366
1994-06-23,10.347100000000001
1994-06-24,10.4632
1994-06-27,10.461699999999999
1994-06-28,10.4965
1994-06-29,10.4307
1994-06-30,10.4227
1994-07-01,10.3628
1994-07-04,10.3558
1994-07-05,10.4695
1994-07-06,10.5449
1994-07-07,10.5014
1994-07-08,10.4642
1994-07-11,10.7961
1994-07-12,10.79
1994-07-13,10.717699999999999
1994-07-14,10.6274
1994-07-15,10.6143
1994-07-18,10.6441
1994-07-19,10.5115
1994-07-20,10.5438
1994-07-21,10.3784
1994-07-22,10.3472
1994-07-25,10.3847
1994-07-26,10.412099999999999
1994-07-27,10.460700000000001
1994-07-28,10.3414
1994-07-29,10.4135
1994-08-01,10.4264
1994-08-02,10.411900000000001
1994-08-03,10.3638
1994-08-04,10.3538
1994-08-05,10.4023
1994-08-08,10.3864
1994-08-09,10.3874
1994-08-10,10.3634
1994-08-11,10.4968
1994-08-12,10.5033
1994-08-15,10.511299999999999
1994-08-16,10.4808
1994-08-17,10.5114
1994-08-18,10.5486
1994-08-19,10.5836
1994-08-22,10.6634
1994-08-23,10.6374
1994-08-24,10.558300000000001
1994-08-25,10.5764
1994-08-26,10.359
1994-08-29,10.356
1994-08-30,10.3544
1994-08-31,10.3257
1994-09-01,10.3748
1994-09-02,10.4915
1994-09-05,10.4948
1994-09-06,10.5368
1994-09-07,10.488
1994-09-08,10.4571
1994-09-09,10.573500000000001
1994-09-12,10.5418
1994-09-13,10.5293
1994-09-14,10.5522
1994-09-15,10.4973
1994-09-16,10.5708
1994-09-19,10.5054
1994-09-20,10.5007
1994-09-21,10.5224
1994-09-22,10.5214
1994-09-23,10.516499999999999
1994-09-26,10.4856
1994-09-27,10.5614
1994-09-28,10.4957
1994-09-29,10.5253
1994-09-30,10.508099999999999
1994-10-03,10.498700000000001
1994-10-04,10.5439
1994-10-05,10.5492
1994-10-06,10.555900000000001
1994-10-07,10.5371
1994-10-10,10.555900000000001
1994-10-11,10.5354
1994-10-12,10.5644
1994-10-13,10.6382
1994-10-14,10.6869
1994-10-17,10.8199
1994-10-18,10.8172
1994-10-19,10.8181
1994-10-20,10.871
1994-10-21,10.8171
1994-10-24,10.861699999999999
1994-10-25,10.839699999999999
1994-10-26,10.8926
1994-10-27,10.8553
1994-10-28,10.7478
1994-10-31,10.805900000000001
1994-11-01,10.8486
1994-11-02,10.7139
1994-11-03,10.687100000000001
1994-11-04,10.7016
1994-11-07,10.6905
1994-11-08,10.7306
1994-11-09,10.6048
1994-11-10,10.5934
1994-11-11,10.587900000000001
1994-11-14,10.496
1994-11-15,10.4764
1994-11-16,10.4534
1994-11-17,10.4552
1994-11-18,10.4249
1994-11-21,10.4147
1994-11-22,10.4228
1994-11-23,10.4356
1994-11-24,10.3955
1994-11-25,10.3939
1994-11-28,10.3466
1994-11-29,10.3294
1994-11-30,10.3376
1994-12-01,10.3207
1994-12-02,10.275
1994-12-05,10.312700000000001
1994-12-06,10.3181
1994-12-07,10.3427
1994-12-08,10.292300000000001
1994-12-09,10.2874
1994-12-12,10.2929
1994-12-13,10.2918
1994-12-14,10.3044
1994-12-15,10.296899999999999
1994-12-16,10.2795
1994-12-19,10.2686
1994-12-20,10.279
1994-12-21,10.2164
1994-12-22,10.2307
1994-12-23,10.189
1994-12-26,10.1844
1994-12-27,10.2013
1994-12-28,10.2334
1994-12-29,10.3341
1994-12-30,10.3584
1995-01-02,10.291699999999999
1995-01-03,10.320300000000001
1995-01-04,10.3076
1995-01-05,10.3537
1995-01-06,10.2704
1995-01-09,10.4177
1995-01-10,10.4196
1995-01-11,10.4016
1995-01-12,10.446
1995-01-13,10.4172
1995-01-16,10.439
1995-01-17,10.4141
1995-01-18,10.410499999999999
1995-01-19,10.520700000000001
1995-01-23,10.5412
1995-01-24,10.553500000000001
1995-01-25,10.5192
1995-01-26,10.5062
1995-01-27,10.5109
1995-01-30,10.5758
1995-01-31,10.4543
1995-02-01,10.4889
1995-02-02,10.4864
1995-02-03,10.413
1995-02-06,10.3981
1995-02-07,10.3714
1995-02-08,10.396099999999999
1995-02-09,10.4147
1995-02-10,10.4708
1995-02-13,10.4558
1995-02-14,10.5373
1995-02-15,10.527
1995-02-16,10.6402
1995-02-17,10.6874
1995-02-20,10.7449
1995-02-21,10.744499999999999
1995-02-22,10.7258
1995-02-23,10.7454
1995-02-24,10.7373
1995-02-27,10.6963
1995-02-28,10.7142
1995-03-01,10.7324
1995-03-02,10.8704
1995-03-03,10.9582
1995-03-06,11.0578
1995-03-07,11.1392
1995-03-08,11.0598
1995-03-09,11.0548
1995-03-10,10.8781
1995-03-13,10.9333
1995-03-14,10.9022
1995-03-15,11.0584
1995-03-16,11.0137
1995-03-17,10.9732
1995-03-20,10.907900000000001
1995-03-21,10.8824
1995-03-22,10.9253
1995-03-23,10.9385
1995-03-24,10.873299999999999
1995-03-27,10.942499999999999
1995-03-28,11.0875
1995-03-29,11.113299999999999
1995-03-30,10.9668
1995-03-31,11.2189
1995-04-03,11.2024
1995-04-04,11.1624
1995-04-05,11.1833
1995-04-06,11.2274
1995-04-07,11.245
1995-04-10,10.9553
1995-04-11,11.0696
1995-04-12,11.0674
1995-04-13,11.194099999999999
1995-04-14,11.153500000000001
1995-04-17,11.309
1995-04-18,11.2876
1995-04-19,11.193900000000001
1995-04-20,11.1195
1995-04-21,11.208499999999999
1995-04-24,11.1938
1995-04-25,11.2574
1995-04-26,11.2476
1995-04-27,11.1814
1995-04-28,11.1364
1995-05-01,11.1011
1995-05-02,11.1438
1995-05-03,11.1639
1995-05-04,11.156099999999999
1995-05-05,11.102
1995-05-08,11.1652
1995-05-09,11.066899999999999
1995-05-10,11.003699999999998
1995-05-11,10.7702
1995-05-12,10.607
1995-05-15,10.669500000000001
1995-05-16,10.625100000000002
1995-05-17,10.602300000000001
1995-05-18,10.533299999999999
1995-05-19,10.6153
1995-05-22,10.6295
1995-05-23,10.572700000000001
1995-05-24,10.6376
1995-05-25,10.9274
1995-05-26,11.0972
1995-05-29,11.013900000000001
1995-05-30,10.9828
1995-05-31,10.834499999999998
1995-06-01,10.9192
1995-06-02,10.8048
1995-06-05,10.8852
1995-06-06,10.8802
1995-06-07,10.8666
1995-06-08,10.8876
1995-06-09,10.903699999999999
1995-06-12,10.9139
1995-06-13,10.880899999999999
1995-06-14,10.9519
1995-06-15,10.9128
1995-06-16,10.949100000000001
1995-06-19,10.9662
1995-06-20,11.0133
1995-06-21,11.0228
1995-06-22,10.9592
1995-06-23,11.049299999999999
1995-06-26,10.9918
1995-06-27,11.0059
1995-06-28,10.9428
1995-06-29,11.080300000000001
1995-06-30,11.0537
1995-07-03,11.069
1995-07-04,11.0588
1995-07-05,11.093100000000002
1995-07-06,11.1029
1995-07-07,11.0232
1995-07-10,11.0172
1995-07-11,10.9395
1995-07-12,10.9674
1995-07-13,11.051699999999999
1995-07-14,11.0405
1995-07-17,11.007
1995-07-18,11.0615
1995-07-19,11.1525
1995-07-20,11.101
1995-07-21,11.0874
1995-07-24,11.0935
1995-07-25,11.0344
1995-07-26,11.109
1995-07-27,11.1596
1995-07-28,11.1564
1995-07-31,11.1224
1995-08-01,11.200899999999999
1995-08-02,11.0534
1995-08-03,11.111500000000001
1995-08-04,11.065
1995-08-07,10.9668
1995-08-08,10.9728
1995-08-09,10.988
1995-08-10,10.9067
1995-08-11,10.7974
1995-08-14,10.8157
1995-08-15,10.5607
1995-08-16,10.573699999999999
1995-08-17,10.571900000000001
1995-08-18,10.5849
1995-08-21,10.5615
1995-08-22,10.499500000000001
1995-08-23,10.5288
1995-08-24,10.5681
1995-08-25,10.5563
1995-08-28,10.6326
1995-08-29,10.532499999999999
1995-08-30,10.5697
1995-08-31,10.6003
1995-09-01,10.6153
1995-09-04,10.6229
1995-09-05,10.6347
1995-09-06,10.5345
1995-09-07,10.5175
1995-09-08,10.5502
1995-09-11,10.553500000000001
1995-09-12,10.5489
1995-09-13,10.4529
1995-09-14,10.481900000000001
1995-09-15,10.4891
1995-09-18,10.5119
1995-09-19,10.4797
1995-09-20,10.6136
1995-09-21,10.7919
1995-09-22,10.811100000000001
1995-09-25,10.7545
1995-09-26,10.7476
1995-09-27,10.8105
1995-09-28,10.8437
1995-09-29,10.7858
1995-10-02,10.7974
1995-10-03,10.7134
1995-10-04,10.735
1995-10-05,10.7643
1995-10-06,10.7128
1995-10-09,10.7701
1995-10-10,10.7482
1995-10-11,10.7189
1995-10-12,10.7904
1995-10-13,10.7494
1995-10-16,10.751
1995-10-17,10.776
1995-10-18,10.728499999999999
1995-10-19,10.8209
1995-10-20,10.877699999999999
1995-10-23,10.920300000000001
1995-10-24,10.881699999999999
1995-10-25,10.886
1995-10-26,10.885900000000001
1995-10-27,10.8353
1995-10-30,10.8385
1995-10-31,10.813500000000001
1995-11-01,10.774099999999999
1995-11-02,10.725299999999999
1995-11-03,10.7492
1995-11-06,10.7734
1995-11-07,10.7736
1995-11-08,10.7444
1995-11-09,10.838099999999999
1995-11-10,10.7334
1995-11-13,10.7291
1995-11-14,10.7703
1995-11-15,10.8079
1995-11-16,10.806700000000001
1995-11-17,10.8778
1995-11-20,10.826
1995-11-21,10.8184
1995-11-22,10.8174
1995-11-23,10.8031
1995-11-24,10.795900000000001
1995-11-27,10.711699999999999
1995-11-28,10.7386
1995-11-29,10.6837
1995-11-30,10.597299999999999
1995-12-01,10.6004
1995-12-04,10.611699999999999
1995-12-05,10.6791
1995-12-06,10.6202
1995-12-07,10.5872
1995-12-08,10.5801
1995-12-11,10.573
1995-12-12,10.534899999999999
1995-12-13,10.500499999999999
1995-12-14,10.585500000000001
1995-12-15,10.5835
1995-12-18,10.6745
1995-12-19,10.5841
1995-12-20,10.6138
1995-12-21,10.6129
1995-12-22,10.6222
1995-12-25,10.6188
1995-12-26,10.646899999999999
1995-12-27,10.6344
1995-12-28,10.6161
1995-12-29,10.6213
1996-01-02,10.6404
1996-01-03,10.5985
1996-01-04,10.6458
1996-01-05,10.6817
1996-01-08,10.6981
1996-01-09,10.742099999999999
1996-01-10,10.760499999999999
1996-01-11,10.7208
1996-01-12,10.6593
1996-01-15,10.6296
1996-01-16,10.5012
1996-01-17,10.4668
1996-01-18,10.430499999999999
1996-01-19,10.360700000000001
1996-01-22,10.3676
1996-01-23,10.3414
1996-01-24,10.2989
1996-01-25,10.249500000000001
1996-01-26,10.1867
1996-01-29,10.2399
1996-01-30,10.2229
1996-01-31,10.2551
1996-02-01,10.2801
1996-02-02,10.2895
1996-02-05,10.3872
1996-02-06,10.3692
1996-02-07,10.3307
1996-02-08,10.3335
1996-02-09,10.3369
1996-02-12,10.3491
1996-02-13,10.3597
1996-02-14,10.3975
1996-02-15,10.3865
1996-02-16,10.446
1996-02-19,10.5287
1996-02-20,10.5254
1996-02-21,10.5295
1996-02-22,10.5187
1996-02-23,10.5395
1996-02-26,10.5234
1996-02-27,10.5617
1996-02-28,10.4991
1996-02-29,10.4397
1996-03-01,10.4139
1996-03-04,10.4426
1996-03-05,10.476099999999999
1996-03-06,10.4528
1996-03-07,10.4561
1996-03-08,10.3924
1996-03-11,10.3954
1996-03-12,10.454
1996-03-13,10.4652
1996-03-14,10.4658
1996-03-15,10.4779
1996-03-18,10.4317
1996-03-19,10.4729
1996-03-20,10.4708
1996-03-21,10.4322
1996-03-22,10.443299999999999
1996-03-25,10.462
1996-03-26,10.4594
1996-03-27,10.42
1996-03-28,10.4986
1996-03-29,10.4631
1996-04-01,10.4215
1996-04-02,10.4724
1996-04-03,10.452300000000001
1996-04-04,10.4731
1996-04-05,10.434700000000001
1996-04-08,10.452300000000001
1996-04-09,10.3852
1996-04-10,10.3864
1996-04-11,10.3597
1996-04-12,10.3603
1996-04-15,10.313500000000001
1996-04-16,10.3146
1996-04-17,10.3432
1996-04-18,10.3645
1996-04-19,10.3108
1996-04-22,10.3034
